title,authors,first_publish_year,edition_count,subject_count,has_cover,is_available_online,genre,cover_id,ol_key,avg_rating,ratings_count,book_age,ratings_count_filled,avg_rating_filled,popularity_score,is_popular
Environmental Experience and Plasticity of the Developing Brain,Alessandro Sale,2016.0,4,10,0,0,environment,,/works/OL21577368W,,0.0,9.0,0.0,4.0,16.240000000000002,0
Geology of the Modern Cancer Epidemic,Tai Lahans,2013.0,4,11,0,0,environment,,/works/OL21062296W,,0.0,12.0,0.0,4.0,16.240000000000002,0
Wind and Wildlife,"Cindy Hull, Emma Bennett, Elizabeth Stark, Ian Smales, Jenny Lau, Mark Venosta",2014.0,4,10,1,0,environment,10081296.0,/works/OL20788993W,,0.0,11.0,0.0,4.0,16.240000000000002,0
Schools for Health and Sustainability,"Venka Simovska, Patricia Mannix  McNamara",2014.0,4,10,1,0,environment,9387855.0,/works/OL20709349W,,0.0,11.0,0.0,4.0,16.240000000000002,0
The environment,Penelope ReVelle,1981.0,4,8,1,1,environment,4403485.0,/works/OL4278100W,,0.0,44.0,0.0,4.0,16.240000000000002,0
New York Times encyclopedic dictionary of the environment,Paul Sarnoff,1971.0,4,7,1,1,environment,7152510.0,/works/OL122520W,,0.0,54.0,0.0,4.0,16.240000000000002,0
The lion & the mouse,Jerry Pinkney,2009.0,4,26,1,1,environment,6376260.0,/works/OL15004668W,,0.0,16.0,0.0,4.0,16.240000000000002,0
Place attachment,"Irwin Altman, Setha M. Low",1992.0,4,5,1,1,environment,10196823.0,/works/OL18834627W,3.5,2.0,33.0,2.0,3.5,14.252000000000002,0
Your heredity and environment,Amram Scheinfeld,1965.0,4,7,1,1,environment,6804659.0,/works/OL15841256W,,0.0,60.0,0.0,4.0,16.240000000000002,0
Biological threats and terrorism,"Stacey Knobler, Adel A. F. Mahmoud, Leslie A. Pray, Institute of Medicine, Board on Global Health, Forum on Emerging Infections",2002.0,4,45,1,0,environment,2362894.0,/works/OL16968383W,,0.0,23.0,0.0,4.0,16.240000000000002,0
New tools for environmental protection,Thomas Dietz,2002.0,4,9,1,0,environment,1165736.0,/works/OL18354131W,,0.0,23.0,0.0,4.0,16.240000000000002,0
Air pollution,"B. R. Gurjar, Luisa T. Molina, C. Shekhar P. Ojha",2010.0,4,11,1,0,environment,8615936.0,/works/OL18618373W,,0.0,15.0,0.0,4.0,16.240000000000002,0
Sunrise,Mike Mullin,2014.0,4,19,1,1,environment,8345924.0,/works/OL17694176W,,0.0,11.0,0.0,4.0,16.240000000000002,0
International Documents On Environmental Liability,Hubert Bocken,2008.0,4,14,1,0,environment,7455867.0,/works/OL17376467W,,0.0,17.0,0.0,4.0,16.240000000000002,0
Environmental tracking for public health surveillance,"Stanley A. Morain, Amelia  M. Budge",2012.0,4,24,0,0,environment,,/works/OL16688931W,,0.0,13.0,0.0,4.0,16.240000000000002,0
Private or socialistic forestry?,Matti Palo,2012.0,4,11,1,0,environment,10382038.0,/works/OL16684168W,,0.0,13.0,0.0,4.0,16.240000000000002,0
A place for strangers,Tony Swain,1993.0,4,43,1,1,environment,339704.0,/works/OL3479245W,,0.0,32.0,0.0,4.0,16.240000000000002,0
Beyond the Brain,Louise Barrett,2011.0,4,25,1,0,environment,9323941.0,/works/OL16182744W,4.5,2.0,14.0,2.0,4.5,18.252000000000002,1
"Environment, scarcity, and violence",Thomas F. Homer-Dixon,1999.0,4,16,1,1,environment,1341168.0,/works/OL1942227W,,0.0,26.0,0.0,4.0,16.240000000000002,0
Famine early warning systems and remote sensing data,Molly E. Brown,2008.0,4,14,1,0,environment,8648257.0,/works/OL13646209W,,0.0,17.0,0.0,4.0,16.240000000000002,0
Upland communities,Pier Paolo Viazzo,1989.0,4,9,1,1,environment,332840.0,/works/OL4630690W,,0.0,36.0,0.0,4.0,16.240000000000002,0
Environmental factors and malaria transmission risk,Yazoumé Yé,2009.0,4,11,0,0,environment,,/works/OL18616536W,,0.0,16.0,0.0,4.0,16.240000000000002,0
The doomsday syndrome,John Royden Maddox,1972.0,4,3,1,1,environment,4493925.0,/works/OL1922523W,,0.0,53.0,0.0,4.0,16.240000000000002,0
Representative government and environmental management,Edwin T. Haefele,1973.0,4,14,1,1,environment,4509306.0,/works/OL7203515W,,0.0,52.0,0.0,4.0,16.240000000000002,0
Behavior and the natural environment,"Irwin Altman, Joachim F. Wohlwill",1983.0,4,5,1,1,environment,4224824.0,/works/OL18314887W,,0.0,42.0,0.0,4.0,16.240000000000002,0
Global 2000 report to the President--entering the twenty-first century,"Global 2000 Study (U.S.), Gerald O. Barney, Global 2000 Study",1980.0,4,15,1,1,environment,14077260.0,/works/OL4112230W,,0.0,45.0,0.0,4.0,16.240000000000002,0
Ecological consequences of artificial night lighting,"Catherine Rich, Travis Longcore",2005.0,4,6,1,1,environment,1884257.0,/works/OL19424504W,,0.0,20.0,0.0,4.0,16.240000000000002,0
"Environment, power, and society",Howard T. Odum,1921.0,4,14,1,1,environment,5419517.0,/works/OL2731540W,,0.0,104.0,0.0,4.0,16.240000000000002,0
Plague and empire in the early modern Mediterranean world,Nükhet Varlik,2015.0,4,20,1,0,environment,9567113.0,/works/OL19670511W,,0.0,10.0,0.0,4.0,16.240000000000002,0
Role of the Outdoors in Residential Environments for Aging,Benyamin Schwarz,2006.0,4,26,1,0,environment,1486452.0,/works/OL21228035W,,0.0,19.0,0.0,4.0,16.240000000000002,0
Earth's changing climate,Antony Milne,1989.0,4,6,1,1,environment,8153718.0,/works/OL3829294W,,0.0,36.0,0.0,4.0,16.240000000000002,0
Mental health and the built environment,David Halpern,1995.0,4,34,1,1,environment,1391812.0,/works/OL3753794W,,0.0,30.0,0.0,4.0,16.240000000000002,0
Environmental law and enforcement,Gregor I. McGregor,1994.0,4,3,1,1,environment,1623785.0,/works/OL3953499W,,0.0,31.0,0.0,4.0,16.240000000000002,0
Environment,James Engell,2008.0,4,13,1,1,environment,2355549.0,/works/OL18552684W,,0.0,17.0,0.0,4.0,16.240000000000002,0
Dictionary of environmental terms,Alan Gilpin,1976.0,4,14,1,1,environment,9714276.0,/works/OL2978546W,,0.0,49.0,0.0,4.0,16.240000000000002,0
The estuarine ecosystem,Donald S. McLusky,1989.0,4,7,1,1,environment,8429260.0,/works/OL8013353W,5.0,1.0,36.0,1.0,5.0,20.246,1
Sediments of time,"Mark Elvin, Ts'ui-jung Liu",1998.0,4,6,1,0,environment,346235.0,/works/OL18827211W,,0.0,27.0,0.0,4.0,16.240000000000002,0
Environmental health science,"Morton Lippmann, Beverly S. Cohen, Richard B. Schlesinger",2002.0,4,20,1,1,environment,122324.0,/works/OL6798566W,,0.0,23.0,0.0,4.0,16.240000000000002,0
El jardín de las peculiaridades,Jesús Sepúlveda,2002.0,4,14,1,1,environment,960173.0,/works/OL3822737W,,0.0,23.0,0.0,4.0,16.240000000000002,0
Infectious disease ecology,Richard S. Ostfeld,2008.0,4,20,1,1,environment,2549104.0,/works/OL18550269W,,0.0,17.0,0.0,4.0,16.240000000000002,0
Science and politics in international environmental regimes,Steinar Andresen,2000.0,4,16,1,1,environment,2555351.0,/works/OL18370034W,,0.0,25.0,0.0,4.0,16.240000000000002,0
The ecological approach to visual perception,James Jerome Gibson,1979.0,4,7,1,0,environment,4441363.0,/works/OL5589051W,,0.0,46.0,0.0,4.0,16.240000000000002,0
Decolonizing the Diet,"Gideon Mailer, Nicola Hale",2018.0,4,14,1,0,environment,14694592.0,/works/OL25192115W,,0.0,7.0,0.0,4.0,16.240000000000002,0
Environment and man,Richard H. Wagner,1971.0,4,19,1,1,environment,6495025.0,/works/OL6680782W,,0.0,54.0,0.0,4.0,16.240000000000002,0
Critical condition,Eric Chivian,1993.0,4,11,1,1,environment,5008362.0,/works/OL16288741W,4.0,1.0,32.0,1.0,4.0,16.246000000000002,0
Moment in the sun,Robert Rienow,1967.0,4,14,1,1,environment,6540878.0,/works/OL6305952W,,0.0,58.0,0.0,4.0,16.240000000000002,0
Man and the environment,Arthur S. Boughey,1971.0,4,4,1,1,environment,9550688.0,/works/OL6699196W,,0.0,54.0,0.0,4.0,16.240000000000002,0
Climate change 2001,Bert Metz,2001.0,4,11,1,1,environment,12135679.0,/works/OL19123286W,,0.0,24.0,0.0,4.0,16.240000000000002,0
Environmental Psychology,Paul A. Bell,1978.0,4,6,1,1,environment,8311098.0,/works/OL6690147W,5.0,1.0,47.0,1.0,5.0,20.246,1
Nature's Civil War,Kathryn Shively Meier,2013.0,4,15,1,1,environment,14396695.0,/works/OL21059522W,,0.0,12.0,0.0,4.0,16.240000000000002,0
Climate change 2001,James J. McCarthy,2001.0,4,20,1,1,environment,9780949.0,/works/OL18467345W,,0.0,24.0,0.0,4.0,16.240000000000002,0
The Food Matters Cookbook,Mark Bittman,2010.0,4,21,1,1,environment,7253446.0,/works/OL1897569W,3.25,4.0,15.0,4.0,3.25,13.264,0
Environmental chemistry,"Eric Lichtfouse, Jan Schwarzbauer",2004.0,4,16,1,0,environment,2219229.0,/works/OL18233705W,,0.0,21.0,0.0,4.0,16.240000000000002,0
Sustainable Energy - Without the Hot Air,David J.C. MacKay,2009.0,4,24,1,0,environment,7243923.0,/works/OL16797804W,5.0,4.0,16.0,4.0,5.0,20.264000000000003,1
Planet earth,"James A. Leith, Raymond A. Price",1995.0,4,15,1,1,environment,4717878.0,/works/OL19467805W,,0.0,30.0,0.0,4.0,16.240000000000002,0
Vital signs,"Lester Russell Brown, Michael Renner, Christopher Flavin, Janet N. Abramovitz",1992.0,4,19,1,1,environment,6693043.0,/works/OL1484933W,,0.0,33.0,0.0,4.0,16.240000000000002,0
The environmental revolution,Max Nicholson,1969.0,4,13,1,1,environment,9313668.0,/works/OL5278576W,,0.0,56.0,0.0,4.0,16.240000000000002,0
Earth Odyssey,Mark Hertsgaard,1998.0,4,21,1,1,environment,527447.0,/works/OL1918666W,3.0,1.0,27.0,1.0,3.0,12.246000000000002,0
Breathing space,Gregg Mitman,2006.0,4,17,1,1,environment,8330004.0,/works/OL18165723W,,0.0,19.0,0.0,4.0,16.240000000000002,0
Earth Day,Trudi Strain Trueit,2006.0,3,16,1,1,environment,1271438.0,/works/OL5715958W,,0.0,19.0,0.0,4.0,16.18,0
The physical environment and behavior,Joachim F. Wohlwill,1981.0,3,9,1,1,environment,10339431.0,/works/OL6439664W,,0.0,44.0,0.0,4.0,16.18,0
Toward global equilibrium,"Dennis L. Meadows, Donella H. Meadows",1973.0,3,19,1,1,environment,6570586.0,/works/OL7143678W,,0.0,52.0,0.0,4.0,16.18,0
Exercises in Environmental Physics,Valerio Faraoni,2006.0,3,12,1,1,environment,1191821.0,/works/OL8056051W,,0.0,19.0,0.0,4.0,16.18,0
Sustaining Life on Earth,"Soskolne Colin, Colin L. Soskolne, Laura Westra",2007.0,3,18,1,1,environment,2569890.0,/works/OL9454986W,,0.0,18.0,0.0,4.0,16.18,0
Genetic and Environmental Factors During the Growth Period,Charles Susanne,1984.0,3,9,1,0,environment,10213034.0,/works/OL7176987W,,0.0,41.0,0.0,4.0,16.18,0
Social determinants in juvenile delinquency,T. Earl Sullenger,1929.0,3,7,1,1,environment,14876381.0,/works/OL7506809W,,0.0,96.0,0.0,4.0,16.18,0
Management of Pulp and Paper Mill Waste,Pratima Bajpai,2014.0,3,9,0,0,environment,,/works/OL25622679W,,0.0,11.0,0.0,4.0,16.18,0
Bridging divides,Stephan Gollasch,2006.0,3,12,1,1,environment,9644518.0,/works/OL11651114W,,0.0,19.0,0.0,4.0,16.18,0
"Population, Consumption, and the Environment",Harold G. Coward,1995.0,3,86,1,1,environment,4667610.0,/works/OL3285088W,,0.0,30.0,0.0,4.0,16.18,0
Journal of applied physiology,American Physiological Society (1887- ),1948.0,3,6,0,0,environment,,/works/OL28178733W,,0.0,77.0,0.0,4.0,16.18,0
Environment and human efficiency,E. C. Poulton,1970.0,3,8,1,1,environment,10238681.0,/works/OL3934709W,,0.0,55.0,0.0,4.0,16.18,0
The Environment in Asia Pacific Harbours,Eric Wolanski,2006.0,3,17,1,0,environment,1733606.0,/works/OL3941091W,,0.0,19.0,0.0,4.0,16.18,0
The choices of power,Marc J. Roberts,1981.0,3,8,1,1,environment,4361718.0,/works/OL3945970W,,0.0,44.0,0.0,4.0,16.18,0
Carmin Cares,Karen Kilpatrick,2012.0,3,11,1,1,environment,9068561.0,/works/OL20401131W,,0.0,13.0,0.0,4.0,16.18,0
Study on Climate Change in Southwestern China,Zongxing Li,2014.0,3,7,1,0,environment,9353391.0,/works/OL20681792W,,0.0,11.0,0.0,4.0,16.18,0
Environmental economics,"Gianna Boero, Aubrey Silberston",1995.0,3,3,1,1,environment,13095661.0,/works/OL19393482W,,0.0,30.0,0.0,4.0,16.18,0
Modelling community structure in freshwater ecosystems,"Young-Seuk Park, Sovan Lek",2005.0,3,20,1,0,environment,2219724.0,/works/OL19568225W,,0.0,20.0,0.0,4.0,16.18,0
Nature interrupted,"Darlene R. Stille, Ashlee Schultz, Jennifer Fretland VanVoorst, Svetlana A. Zhurkin",2008.0,3,8,1,1,environment,9912292.0,/works/OL1997702W,,0.0,17.0,0.0,4.0,16.18,0
Macmillan Dictionary of the Environment (Dictionary),Michael Allaby,1985.0,3,14,1,1,environment,12595244.0,/works/OL1900070W,,0.0,40.0,0.0,4.0,16.18,0
Not One Drop,Riki Ott,2008.0,3,17,1,0,environment,3062278.0,/works/OL1909540W,,0.0,17.0,0.0,4.0,16.18,0
Sustainable Intensification to Advance Food Security and Enhance Climate Resilience in Africa,"Rattan Lal, Bal Ram Singh, Dismas L. Mwaseba, David Kraybill, David O. Hansen, Lars Olav Eik",2014.0,3,10,1,0,environment,9348307.0,/works/OL20677739W,,0.0,11.0,0.0,4.0,16.18,0
Environmental Sustainability,"P. Thangavel, G. Sridevi",2014.0,3,8,1,0,environment,9361891.0,/works/OL20688534W,,0.0,11.0,0.0,4.0,16.18,0
Grounding Global Climate Change,"Heike Greschke, Julia Tischler",2014.0,3,11,1,0,environment,9404977.0,/works/OL20721895W,,0.0,11.0,0.0,4.0,16.18,0
"Institutional Arrangements for Conservation, Development and Tourism in Eastern and  Southern Africa","René van der Duim, Machiel Lamers, Jakomijn van Wijk",2014.0,3,12,1,0,environment,9380897.0,/works/OL20704142W,,0.0,11.0,0.0,4.0,16.18,0
Large-Scale Conservation in the Common Interest,"Susan G. Clark, Aaron M. Hohl, Catherine H. Picard, Elizabeth Thomas",2014.0,3,8,1,0,environment,9348525.0,/works/OL20677920W,,0.0,11.0,0.0,4.0,16.18,0
Animals' Influence on the Landscape and Ecological Importance,Friedrich-Karl Holtmeier,2014.0,3,15,1,0,environment,9405901.0,/works/OL20722568W,,0.0,11.0,0.0,4.0,16.18,0
The Spiritual Dimension of Business Ethics and Sustainability Management,László Zsolnai,2014.0,3,9,1,0,environment,9400028.0,/works/OL20718200W,,0.0,11.0,0.0,4.0,16.18,0
The Role of Natural and Constructed Wetlands in Nutrient Cycling and Retention on the Landscape,Jan Vymazal,2014.0,3,7,1,0,environment,9377498.0,/works/OL20700669W,,0.0,11.0,0.0,4.0,16.18,0
Nuclear Back-end and Transmutation Technology for Waste Disposal,Ken Nakajima,2014.0,3,17,1,0,environment,10176262.0,/works/OL20860792W,,0.0,11.0,0.0,4.0,16.18,0
Integrating Sustainability Thinking in Science and Engineering Curricula,"Walter Leal Filho, Ulisses M. Azeiteiro, Sandra Caeiro, Fátima Alves",2014.0,3,8,1,0,environment,10088181.0,/works/OL20793999W,,0.0,11.0,0.0,4.0,16.18,0
Social Life Cycle Assessment,Subramanian Senthilkannan Muthu,2015.0,3,11,1,0,environment,9397225.0,/works/OL20716148W,,0.0,10.0,0.0,4.0,16.18,0
Environmental Politics and Policy in Industrialized Countries,Uday Desai,2002.0,3,14,0,0,environment,,/works/OL21744114W,,0.0,23.0,0.0,4.0,16.18,0
Environmental change in Siberia,Heiko Balzter,2010.0,3,16,1,0,environment,10023240.0,/works/OL16915405W,,0.0,15.0,0.0,4.0,16.18,0
Integrative Approaches to Sustainable Development at University Level,"Walter Leal Filho, Luciana Brandli, Olga Kuznetsova, Arminda Maria Finisterra do Paço",2014.0,3,6,1,0,environment,9345060.0,/works/OL20675123W,,0.0,11.0,0.0,4.0,16.18,0
Global Change and the Challenges of Sustainably Feeding a Growing Planet,"Hertel, Thomas W., Uris Lantz C. Baldos",2015.0,3,23,1,1,environment,9390330.0,/works/OL20711082W,,0.0,10.0,0.0,4.0,16.18,0
Why We Disagree about Climate Change,Mike Hulme,2009.0,3,7,0,0,environment,,/works/OL21448683W,,0.0,16.0,0.0,4.0,16.18,0
The Politics of Contaminated Sites Management,"Johann Dupuis, Peter Knoepfel",2014.0,3,13,1,0,environment,10341686.0,/works/OL21181336W,,0.0,11.0,0.0,4.0,16.18,0
Surviving the Extremes,Kenneth Kamler,2004.0,3,8,1,1,environment,178093.0,/works/OL225321W,,0.0,21.0,0.0,4.0,16.18,0
"Horticulture : Plants for People and Places, Volume 1","Geoffrey R. Dixon, David E. Aldous",2014.0,3,32,1,1,environment,10224083.0,/works/OL20892467W,,0.0,11.0,0.0,4.0,16.18,0
Mao's War against Nature,Judith Shapiro,2001.0,3,38,1,1,environment,355358.0,/works/OL5111273W,,0.0,24.0,0.0,4.0,16.18,0
Fostering emotional well-being in the classroom,Randy M. Page,1993.0,3,13,1,1,environment,1435629.0,/works/OL477484W,,0.0,32.0,0.0,4.0,16.18,0
Environment and Archaeology,Karl W. Butzer,1971.0,3,27,1,1,environment,8161413.0,/works/OL6089159W,,0.0,54.0,0.0,4.0,16.18,0
The evolution of the law and politics of water,"Joseph W. Dellapenna, Joyeeta Gupta",2009.0,3,20,1,0,environment,13202187.0,/works/OL18614568W,,0.0,16.0,0.0,4.0,16.18,0
Towards sustainable cities in China,Jingzhu Zhao,2011.0,3,13,1,0,environment,9796066.0,/works/OL15957737W,,0.0,14.0,0.0,4.0,16.18,0
Trace elements from soil to human,"Alina Kabata-Pendias, Arun B. Mukherjee",2007.0,3,24,1,0,environment,3228757.0,/works/OL18350930W,,0.0,18.0,0.0,4.0,16.18,0
Agenda for the nation,"Henry Aaron, James M. Lindsay, Pietro S. Nivola, Henry J. Aaron",2003.0,3,18,1,1,environment,1548542.0,/works/OL17766087W,,0.0,22.0,0.0,4.0,16.18,0
Climate savvy,Lara J. Hansen,2010.0,3,16,1,0,environment,8629018.0,/works/OL16095306W,,0.0,15.0,0.0,4.0,16.18,0
Trespassing Across America,Ken Ilgunas,2016.0,3,10,1,1,environment,7441537.0,/works/OL17363706W,4.0,1.0,9.0,1.0,4.0,16.186,0
Walking through the Wall,"Kevin James Shay, Kevin J. Shay",2012.0,3,10,1,0,environment,7385412.0,/works/OL17305753W,,0.0,13.0,0.0,4.0,16.18,0
I Can Save the Earth!,Alison Inches,2008.0,3,15,1,1,environment,10341150.0,/works/OL1683717W,,0.0,17.0,0.0,4.0,16.18,0
Local governments and climate change,"Maryke Van Staden, Francesco Musco",2010.0,3,19,1,0,environment,10001179.0,/works/OL15920377W,,0.0,15.0,0.0,4.0,16.18,0
Blueprint for the environment,T. Allan Comp,1989.0,3,5,1,1,environment,9469588.0,/works/OL18287219W,,0.0,36.0,0.0,4.0,16.18,0
The Fate Of Persistent Organic Pollutants In The Environment,Ebru Mehmetli,2007.0,3,27,1,1,environment,7469338.0,/works/OL17383206W,,0.0,18.0,0.0,4.0,16.18,0
Ecological Connectivity Among Tropical Coastal Ecosystems,Ivan Nagelkerken,2009.0,3,14,1,1,environment,7460970.0,/works/OL17379022W,,0.0,16.0,0.0,4.0,16.18,0
Something new under the sun,"J. R. McNeill, John Robert McNeill, Paul Kennedy",2001.0,3,13,1,1,environment,250150.0,/works/OL18179179W,,0.0,24.0,0.0,4.0,16.18,0
Women and the environment,Irwin Altman,1994.0,3,19,1,0,environment,3877125.0,/works/OL18220064W,,0.0,31.0,0.0,4.0,16.18,0
Making healthy places,"Andrew L. Dannenberg, Howard Frumkin, Richard Jackson",2011.0,3,25,1,0,environment,10062320.0,/works/OL16528732W,,0.0,14.0,0.0,4.0,16.18,0
Mercury in the environment,Michael S. Bank,2012.0,3,12,1,1,environment,14388381.0,/works/OL16471430W,,0.0,13.0,0.0,4.0,16.18,0
An introduction to global environmental issues,K. T. Pickering,1994.0,3,19,1,1,environment,1204622.0,/works/OL3341616W,,0.0,31.0,0.0,4.0,16.18,0
Sustainable Cities And Military Installations,Igor Linkov,2013.0,3,21,1,0,environment,7875857.0,/works/OL17587576W,,0.0,12.0,0.0,4.0,16.18,0
Integrated Watershed Management,"E. Beheim, J. Krecek, G. S. Rajwar, M. Haigh",2010.0,3,24,1,1,environment,12864675.0,/works/OL26473447W,,0.0,15.0,0.0,4.0,16.18,0
A little less Arctic,"Steven H. Ferguson, Lisa L. Loseto, M. L. Mallory",2010.0,3,17,1,0,environment,9675334.0,/works/OL16615401W,,0.0,15.0,0.0,4.0,16.18,0
Pan's Travail,Johnson Donald Hughes,1993.0,3,10,1,1,environment,566329.0,/works/OL3531391W,,0.0,32.0,0.0,4.0,16.18,0
Mother Earth and Uncle Sam,Rena I. Steinzor,2007.0,3,27,1,1,environment,2351715.0,/works/OL9371741W,,0.0,18.0,0.0,4.0,16.18,0
Environmental psychology,"Proshansky, Harold M.",1976.0,3,11,1,1,environment,5382228.0,/works/OL6592385W,,0.0,49.0,0.0,4.0,16.18,0
Identity and the natural environment,Susan Clayton,2003.0,3,4,1,0,environment,1154468.0,/works/OL16982549W,,0.0,22.0,0.0,4.0,16.18,0
Evolution and environment,Peabody Museum Centennial Symposium (1966 Yale University),1968.0,3,15,1,1,environment,8746769.0,/works/OL147136W,,0.0,57.0,0.0,4.0,16.18,0
"Intelligence, heredity, and environment","Robert J. Sternberg, Elena Grigorenko",1996.0,3,7,1,1,environment,8460867.0,/works/OL18295234W,,0.0,29.0,0.0,4.0,16.18,0
An Approach to environmental psychology,"Albert Mehrabian, James A. Russell",1974.0,3,14,1,1,environment,4509501.0,/works/OL13333149W,5.0,3.0,51.0,3.0,5.0,20.197999999999997,1
Human territorial functioning,Ralph B. Taylor,1988.0,3,9,1,0,environment,333061.0,/works/OL3948571W,,0.0,37.0,0.0,4.0,16.18,0
Environmental economics,Joseph J. Seneca,1974.0,3,12,1,1,environment,4225375.0,/works/OL5594875W,,0.0,51.0,0.0,4.0,16.18,0
Man's Impact on the Global Environment,C. L. Wilson,1970.0,3,15,1,1,environment,5046103.0,/works/OL9359298W,,0.0,55.0,0.0,4.0,16.18,0
Climate and land degradation,"M. V. K. Siva Kumar, Ndegwa Ndiang'ui",2007.0,3,21,1,1,environment,3232397.0,/works/OL16950207W,,0.0,18.0,0.0,4.0,16.18,0
Environmental Law Handbook,J. Gordon Arbuckle,1989.0,3,6,1,1,environment,10986639.0,/works/OL4140118W,,0.0,36.0,0.0,4.0,16.18,0
Water Governance in the Face of Global Change,Claudia Pahl-Wostl,2015.0,3,12,1,0,environment,10076924.0,/works/OL20785770W,,0.0,10.0,0.0,4.0,16.18,0
Human/nature,"John P. Herron, Andrew G. Kirk",1999.0,3,14,1,1,environment,4741999.0,/works/OL19239109W,,0.0,26.0,0.0,4.0,16.18,0
Freudian Fraud,E. Fuller Torrey,1992.0,3,20,1,1,environment,953995.0,/works/OL3244535W,5.0,1.0,33.0,1.0,5.0,20.185999999999996,1
The destruction of California,Raymond Fredric Dasmann,1965.0,3,2,1,1,environment,9647082.0,/works/OL5548271W,,0.0,60.0,0.0,4.0,16.18,0
Campus life,Carnegie Foundation for the Advancement of Teaching.,1990.0,3,23,1,1,environment,4796416.0,/works/OL16068148W,,0.0,35.0,0.0,4.0,16.18,0
The American environment,Roderick Nash,1968.0,3,4,1,1,environment,14867727.0,/works/OL18472543W,,0.0,57.0,0.0,4.0,16.18,0
The past and future city,Stephanie Meeks,2016.0,3,10,1,1,environment,12586773.0,/works/OL20042983W,,0.0,9.0,0.0,4.0,16.18,0
Persistence of Good Living,James R. Welch,2023.0,3,5,1,0,environment,14304515.0,/works/OL31112846W,,0.0,2.0,0.0,4.0,16.18,0
The Future of the environment,"Faye Duchin, Glenn-Marie Lange",1994.0,3,19,1,1,environment,1124975.0,/works/OL18295911W,,0.0,31.0,0.0,4.0,16.18,0
The microenvironment and vision,"Joel B. Sheffield, S. Robert Hilfer",1987.0,3,14,1,1,environment,4117689.0,/works/OL18265239W,,,38.0,0.0,4.0,16.18,0
Architectural environment and our mental health,Clifford B. Moller,1968.0,3,6,0,0,environment,,/works/OL6686280W,,,57.0,0.0,4.0,16.18,0
The control of environment,Nobel Conference (2nd 1966 Gustavus Adolphus College),1967.0,3,10,1,1,environment,9974343.0,/works/OL10751084W,,0.0,58.0,0.0,4.0,16.18,0
Population and environment,"Lourdes Arizpe S., David C. Major, Lourdes Arizpe, M. Priscilla Stone",1994.0,3,14,1,1,environment,14991386.0,/works/OL18262435W,,0.0,31.0,0.0,4.0,16.18,0
Nature and madness,"Shepard, Paul",1982.0,3,11,1,1,environment,618694.0,/works/OL1829512W,,0.0,43.0,0.0,4.0,16.18,0
The effects of noise on man,Karl D. Kryter,1950.0,3,35,1,1,environment,4223358.0,/works/OL3469718W,,0.0,75.0,0.0,4.0,16.18,0
Rural Landscapes And Agricultural Policies In Europe,Annette Piorr,2009.0,3,24,1,0,environment,7644307.0,/works/OL17471057W,,0.0,16.0,0.0,4.0,16.18,0
Biologicalimplications of global change,Jill E. Oakes,1994.0,3,10,0,1,environment,,/works/OL18883278W,,0.0,31.0,0.0,4.0,16.18,0
Indicators of environmental quality,William A. Thomas,1974.0,3,7,0,0,environment,,/works/OL19296744W,,0.0,51.0,0.0,4.0,16.18,0
"Have feet, speak Truth","Kevin J. Shay, Kevin James Shay",1993.0,3,13,1,0,environment,7385192.0,/works/OL3976715W,,0.0,32.0,0.0,4.0,16.18,0
Heredity and environment,Gladys Clotilde Schwesinger,1933.0,3,10,1,1,environment,14878461.0,/works/OL7310939W,,0.0,92.0,0.0,4.0,16.18,0
Basic guide to environmental compliance,Jeffrey W. Vincoli,1993.0,3,5,1,1,environment,3935257.0,/works/OL2652065W,,0.0,32.0,0.0,4.0,16.18,0
Causes and environmental implications of increased UV-B radiation,"Roy M. Harrison, R. E. Hester",2000.0,3,20,1,1,environment,10241328.0,/works/OL18416862W,,0.0,25.0,0.0,4.0,16.18,0
Lochnagar,Neil L. Rose,2007.0,3,12,1,0,environment,1733721.0,/works/OL8701074W,,0.0,18.0,0.0,4.0,16.18,0
The Nonhuman Environment,Harold F. Searles,1960.0,3,5,0,0,environment,,/works/OL5269998W,,0.0,65.0,0.0,4.0,16.18,0
Sensory deprivation,Philip Solomon,1961.0,3,6,1,1,environment,9579039.0,/works/OL7213553W,,0.0,64.0,0.0,4.0,16.18,0
Viruses and environment,"International Conference on Comparative Virology Mont Gabriel, Québec 1977.",1978.0,3,8,1,0,environment,4956002.0,/works/OL6809768W,,0.0,47.0,0.0,4.0,16.18,0
The IQ game,Howard Francis Taylor,1980.0,3,8,1,1,environment,8248894.0,/works/OL6326639W,,0.0,45.0,0.0,4.0,16.18,0
Landscape Architecture Theory,Michael Murphy,2016.0,3,6,1,0,environment,8892292.0,/works/OL20237879W,,0.0,9.0,0.0,4.0,16.18,0
In search of the primitive,Stanley Diamond,1974.0,3,15,1,1,environment,5403225.0,/works/OL5285451W,,0.0,51.0,0.0,4.0,16.18,0
"Population, environment and the quality of life",Parker G. Marden,1973.0,3,8,1,1,environment,4465849.0,/works/OL6441104W,,0.0,52.0,0.0,4.0,16.18,0
My name is legion,Alexander H. Leighton,1959.0,3,6,1,1,environment,6601520.0,/works/OL1214260W,,0.0,66.0,0.0,4.0,16.18,0
